flight_id,airline_code,flight_type,aircraft_type,arrival_airport,departure_airport,gate_type,scheduled_arrival_time,scheduled_departure_time,planned_turnaround_minutes,actual_on_block_time,unloading_start_delay_minutes,unloading_duration_minutes,loading_duration_minutes,fueling_duration_minutes,cleaning_duration_minutes,catering_duration_minutes,security_check_duration_minutes,cargo_weight_kg,cargo_volume_cbm,number_of_uld_containers,special_cargo_flag,hazardous_goods_flag,assigned_ground_crew_count,available_ground_crew_count,average_crew_experience_years,crew_utilization_percent,airport_congestion_index,gate_occupancy_percent,equipment_availability_percent,simultaneous_flights_at_terminal,weather_condition,visibility_km,wind_speed_kmh,weather_severity_score,maintenance_required_flag,maintenance_delay_minutes,aircraft_avg_turnaround_minutes,gate_avg_turnaround_minutes,airline_avg_turnaround_minutes,actual_turnaround_minutes,actual_off_block_time,turnaround_delay_minutes
FL006271,SpiceJet,Domestic,A320,BOM,CCU,Remote,2024-12-14 18:45,2024-12-14 19:27,42,2024-12-14 19:02,10,17,19,31,21,14,8,8393,6.8,1,0,0,8,8,5.4,88.2,9,72.0,98.8,17,Cloudy,21.7,27.5,0.0,0,0,32.8,64.7,86.8,115,2024-12-14 20:57,73
FL006272,Lufthansa,International,A320,CCU,DXB,Contact,2024-09-25 16:30,2024-09-25 17:37,67,2024-09-25 16:39,2,13,19,33,19,14,15,7729,9.2,1,0,0,8,8,4.8,78.4,9,75.5,99.0,21,Clear,8.2,15.6,0.7,0,0,44.4,73.5,87.1,119,2024-09-25 18:38,52
FL006273,AI,International,A321,DXB,CCU,Contact,2024-05-21 20:15,2024-05-21 21:15,60,2024-05-21 20:36,0,17,24,26,25,19,11,7937,8.0,1,0,0,10,10,5.7,81.3,5,36.3,93.8,9,Clear,16.3,22.7,0.0,0,0,46.7,96.7,72.2,102,2024-05-21 22:18,42
FL006274,Vistara,International,A320,ORD,FRA,Remote,2024-03-23 11:00,2024-03-23 12:01,61,2024-03-23 11:06,0,26,19,22,13,21,12,7801,9.0,1,0,0,7,7,3.9,86.7,3,30.0,99.2,8,Clear,27.8,12.0,0.5,1,7,45.2,51.4,90.6,118,2024-03-23 13:04,57
FL006275,Emirates,International,B737,DXB,DOH,Contact,2024-11-23 15:45,2024-11-23 16:44,59,2024-11-23 16:09,1,25,19,11,23,15,16,11976,12.7,2,0,0,6,6,7.1,92.7,6,43.8,98.6,16,Clear,9.8,20.0,2.1,0,0,44.4,66.7,61.9,115,2024-11-23 18:04,56
FL006276,Qatar,Domestic,A321,BLR,HYD,Contact,2024-01-09 11:30,2024-01-09 12:23,53,2024-01-09 11:42,1,15,19,27,22,11,7,6297,5.6,1,0,0,7,4,6.9,100.0,9,70.5,99.8,19,Cloudy,18.3,0.7,1.7,0,0,53.4,67.9,51.0,107,2024-01-09 13:29,54
FL006277,IndiGo,Domestic,B777,CCU,MAA,Remote,2024-05-22 07:45,2024-05-22 09:21,96,2024-05-22 08:03,2,37,50,43,29,16,6,13953,12.1,2,0,0,12,12,5.6,84.8,5,42.6,98.6,12,Rain,7.6,38.4,3.8,0,0,88.6,76.7,62.0,166,2024-05-22 10:49,70
FL006278,SpiceJet,Domestic,A330,BOM,HYD,Contact,2024-02-17 14:00,2024-02-17 15:27,87,2024-02-17 14:32,0,35,39,36,23,17,6,12062,13.7,2,1,0,12,12,1.1,85.1,4,30.0,88.7,6,Clear,17.2,17.0,0.0,0,0,81.7,39.9,62.9,147,2024-02-17 16:59,60
FL006279,British,Domestic,B787,BOM,BLR,Contact,2024-07-26 20:15,2024-07-26 21:39,84,2024-07-26 20:17,3,37,42,36,33,19,8,11570,13.7,2,1,0,15,15,8.8,86.5,8,61.3,97.0,15,Cloudy,27.2,22.0,1.2,0,0,79.0,69.9,81.9,146,2024-07-26 22:43,62
FL006280,IndiGo,International,A320,LHR,HYD,Contact,2024-07-26 15:45,2024-07-26 16:41,56,2024-07-26 15:44,3,20,18,25,12,18,13,6599,6.8,1,0,0,7,4,3.1,100.0,6,46.7,95.2,15,Rain,3.0,39.2,1.8,0,0,52.1,70.4,62.4,113,2024-07-26 17:37,57
FL006281,British,Domestic,A330,BLR,DEL,Contact,2024-09-19 08:15,2024-09-19 09:42,87,2024-09-19 08:24,0,31,38,38,22,19,9,13412,12.1,2,0,0,11,11,6.3,82.9,9,74.2,93.4,20,Rain,5.7,43.9,2.5,0,0,83.1,82.0,56.4,146,2024-09-19 10:50,59
FL006282,Vistara,International,A321,DXB,BOM,Contact,2024-04-22 11:00,2024-04-22 12:14,74,2024-04-22 10:53,1,19,25,29,12,22,7,12488,11.8,1,0,0,9,9,7.7,85.2,6,52.4,80.5,16,Rain,4.1,46.4,3.4,1,33,51.7,49.9,53.7,134,2024-04-22 13:07,60
FL006283,Singapore,International,B737,CCU,FRA,Remote,2024-10-03 11:15,2024-10-03 12:14,59,2024-10-03 11:05,1,17,20,42,14,18,11,7287,7.6,1,0,0,4,4,7.3,85.9,9,69.1,97.2,16,Cloudy,19.2,25.2,1.7,0,0,47.6,58.9,77.6,132,2024-10-03 13:17,73
FL006284,Qatar,Domestic,A321,HYD,DEL,Contact,2024-02-11 07:30,2024-02-11 08:16,46,2024-02-11 07:20,1,21,21,18,11,15,8,8256,9.6,1,0,0,8,7,7.7,100.0,6,46.6,94.2,11,Rain,6.5,39.4,3.5,0,0,50.4,85.8,62.7,95,2024-02-11 08:55,49
FL006285,IndiGo,Domestic,A321,BOM,BLR,Contact,2024-02-22 09:30,2024-02-22 10:27,57,2024-02-22 09:50,1,21,12,17,18,13,5,9225,8.1,1,0,0,8,8,3.6,84.9,2,30.0,98.7,3,Cloudy,17.9,20.7,0.8,0,0,49.5,39.0,82.7,62,2024-02-22 10:52,5
FL006286,Vistara,International,A350,DXB,SIN,Contact,2024-11-13 12:30,2024-11-13 14:15,105,2024-11-13 12:30,1,39,38,50,32,32,14,17187,14.7,2,0,0,15,15,4.6,84.0,2,30.0,85.8,5,Clear,18.9,26.9,0.9,0,0,94.7,47.9,80.8,162,2024-11-13 15:12,57
FL006287,Lufthansa,International,A321,LHR,BOM,Contact,2024-03-30 14:45,2024-03-30 15:52,67,2024-03-30 14:35,3,23,15,23,19,17,15,9395,10.3,1,0,0,8,6,5.9,100.0,4,32.1,91.7,11,Clear,23.4,17.0,1.3,0,0,42.9,52.7,85.8,104,2024-03-30 16:19,37
FL006288,SpiceJet,International,B737,FRA,BLR,Remote,2024-12-10 15:45,2024-12-10 16:44,59,2024-12-10 15:45,3,20,17,22,14,11,9,10591,10.0,1,1,0,4,4,6.4,90.3,3,33.4,97.8,5,Cloudy,18.6,9.8,0.0,0,0,43.8,87.8,68.4,111,2024-12-10 17:36,52
FL006289,United,Domestic,A320,MAA,DEL,Contact,2024-07-13 07:45,2024-07-13 08:29,44,2024-07-13 07:40,1,15,19,18,15,10,7,5675,5.8,1,0,0,6,6,9.1,87.6,10,86.9,98.0,18,Cloudy,17.9,27.9,2.4,0,0,40.5,68.0,81.1,76,2024-07-13 08:56,32
FL006290,SpiceJet,Domestic,B787,DEL,BOM,Contact,2024-08-21 19:45,2024-08-21 21:09,84,2024-08-21 19:37,2,32,40,38,30,23,5,14882,12.0,2,0,0,13,13,6.8,87.0,8,71.7,99.5,14,Clear,17.5,18.6,0.5,0,0,87.9,76.6,66.7,139,2024-08-21 21:56,55
FL006291,AI,Domestic,B787,HYD,BOM,Remote,2024-07-08 09:15,2024-07-08 10:33,78,2024-07-08 09:16,0,35,34,37,29,20,10,13762,14.3,2,0,0,11,10,4.1,88.1,2,30.0,95.9,2,Clear,22.7,4.6,2.1,0,0,76.8,67.6,84.4,151,2024-07-08 11:47,73
FL006292,SpiceJet,Domestic,A321,BLR,DEL,Contact,2024-05-10 16:45,2024-05-10 17:31,46,2024-05-10 17:09,4,20,24,21,16,19,7,10884,10.5,1,0,0,12,12,8.2,89.3,4,30.0,98.4,12,Clear,16.1,7.7,1.4,0,0,49.2,50.8,76.3,86,2024-05-10 18:35,40
FL006293,United,International,B777,LHR,DOH,Remote,2024-02-07 18:15,2024-02-07 20:19,124,2024-02-07 18:29,1,37,44,44,28,36,11,15796,14.9,2,0,0,16,16,10.6,79.4,4,30.0,93.0,7,Clear,25.9,7.5,0.0,0,0,91.8,74.3,67.1,168,2024-02-07 21:17,44
FL006294,IndiGo,International,B777,LHR,SIN,Contact,2024-03-24 06:45,2024-03-24 08:42,117,2024-03-24 06:48,0,33,39,41,27,37,10,20611,18.5,3,1,0,15,15,3.8,84.5,8,57.9,97.3,19,Storm,0.7,51.8,6.6,0,0,85.5,78.5,71.7,174,2024-03-24 09:42,57
FL006295,Lufthansa,Domestic,B737,HYD,BLR,Contact,2024-07-16 15:15,2024-07-16 15:59,44,2024-07-16 15:27,1,17,20,28,17,6,10,7602,8.5,1,0,0,9,9,3.8,83.8,5,30.0,79.9,11,Clear,16.6,26.3,0.0,0,0,39.7,64.8,57.5,81,2024-07-16 16:48,37
FL006296,Lufthansa,Domestic,B737,BLR,HYD,Contact,2024-11-27 08:00,2024-11-27 08:49,49,2024-11-27 08:18,3,17,17,21,16,8,5,8324,7.6,1,0,0,8,5,9.3,100.0,5,40.2,94.5,8,Clear,22.5,17.2,0.0,1,5,47.2,76.8,66.6,81,2024-11-27 09:39,32
FL006297,SpiceJet,Domestic,B737,DEL,BOM,Contact,2024-03-10 07:00,2024-03-10 07:48,48,2024-03-10 07:13,0,21,32,16,15,5,7,5971,5.1,1,0,0,10,9,5.8,89.9,9,72.8,97.2,19,Rain,3.1,28.5,2.2,0,0,44.6,56.3,52.1,103,2024-03-10 08:56,55
FL006298,AI,International,A320,HYD,DEL,Contact,2024-11-05 21:00,2024-11-05 22:07,67,2024-11-05 21:13,5,12,16,25,15,22,15,9025,10.0,1,1,0,9,9,3.8,86.6,10,79.4,94.4,22,Storm,0.8,84.8,5.8,0,0,44.8,85.8,75.9,116,2024-11-05 23:09,49
FL006299,Singapore,Domestic,B777,CCU,HYD,Contact,2024-07-14 18:45,2024-07-14 20:19,94,2024-07-14 18:48,3,37,46,47,34,20,7,15239,15.5,2,0,0,18,18,7.5,85.9,2,30.0,61.8,7,Cloudy,19.8,23.9,0.9,0,0,97.4,32.3,62.9,155,2024-07-14 21:23,61
FL006300,IndiGo,International,B737,SIN,DXB,Remote,2024-01-06 12:00,2024-01-06 13:06,66,2024-01-06 12:36,0,20,16,17,13,11,10,7802,8.3,1,0,1,4,4,6.5,78.1,3,30.0,92.5,5,Clear,21.4,3.6,0.5,1,16,47.0,54.8,63.7,122,2024-01-06 14:38,56
FL006301,Singapore,Domestic,A321,HYD,BOM,Contact,2024-03-06 10:30,2024-03-06 11:16,46,2024-03-06 10:35,11,12,25,32,19,10,6,9002,10.5,1,0,0,12,12,7.4,82.0,3,30.0,87.4,7,Clear,11.9,18.3,0.0,0,0,46.6,41.6,65.3,101,2024-03-06 12:16,55
FL006302,SpiceJet,International,A350,CCU,SIN,Remote,2024-04-21 19:00,2024-04-21 20:49,109,2024-04-21 19:14,8,37,42,28,28,32,14,18378,16.2,2,1,0,14,14,7.4,88.0,9,73.3,93.5,22,Fog,2.7,30.0,4.5,0,0,83.7,71.7,48.2,193,2024-04-21 22:27,84
FL006303,Vistara,Domestic,A320,BLR,HYD,Contact,2024-01-07 19:00,2024-01-07 19:42,42,2024-01-07 18:59,0,19,16,17,16,11,8,2663,2.7,1,0,0,7,7,6.2,80.6,7,50.5,96.1,18,Rain,4.5,41.5,4.3,0,0,45.0,57.7,84.3,84,2024-01-07 20:23,42
FL006304,Singapore,Domestic,A321,BLR,CCU,Remote,2024-07-11 19:45,2024-07-11 20:34,49,2024-07-11 20:03,0,13,23,27,16,16,7,7118,8.0,1,0,0,9,9,5.8,79.8,5,37.4,99.7,8,Rain,4.2,21.2,3.0,0,0,53.6,67.6,74.2,94,2024-07-11 21:37,45
FL006305,SpiceJet,International,A320,FRA,BLR,Remote,2024-09-03 21:00,2024-09-03 21:57,57,2024-09-03 21:23,1,25,20,23,18,14,11,7682,7.5,1,0,0,6,6,5.8,86.6,4,34.5,91.2,10,Clear,19.2,20.7,1.6,0,0,45.5,55.9,62.0,108,2024-09-03 23:11,51
FL006306,SpiceJet,International,A320,DEL,BLR,Contact,2024-06-01 20:00,2024-06-01 20:57,57,2024-06-01 20:15,13,17,21,30,16,17,7,10603,12.3,2,1,1,6,4,11.1,100.0,3,30.0,91.6,5,Clear,17.4,24.7,0.0,0,0,37.4,76.1,59.9,152,2024-06-01 22:47,95
FL006307,SpiceJet,Domestic,A321,CCU,BLR,Remote,2024-08-30 17:00,2024-08-30 17:52,52,2024-08-30 17:22,3,10,28,25,18,8,7,7736,8.3,1,0,0,8,8,5.7,85.2,2,30.0,91.8,4,Clear,19.7,23.0,0.0,0,0,44.5,61.3,52.3,94,2024-08-30 18:56,42
FL006308,SpiceJet,Domestic,A330,BOM,HYD,Remote,2024-04-02 10:45,2024-04-02 12:13,88,2024-04-02 11:08,7,36,40,26,24,20,7,18341,16.6,2,0,0,13,13,0.5,77.5,3,30.0,96.1,8,Clear,20.0,30.0,1.4,0,0,84.8,81.3,52.1,145,2024-04-02 13:33,57
FL006309,Vistara,Domestic,A321,HYD,MAA,Contact,2024-02-23 08:15,2024-02-23 09:04,49,2024-02-23 08:37,0,21,23,22,16,7,7,6730,7.1,1,0,0,10,9,5.2,96.2,7,59.7,90.0,17,Rain,5.0,26.4,2.7,0,0,47.4,75.8,62.5,95,2024-02-23 10:12,46
FL006310,British,Domestic,B777,MAA,HYD,Contact,2024-02-14 19:45,2024-02-14 21:15,90,2024-02-14 19:51,6,37,36,43,24,19,5,14769,13.6,2,0,0,16,14,3.5,96.0,3,30.0,89.5,7,Storm,0.7,63.4,9.8,0,0,89.0,57.7,77.6,156,2024-02-14 22:27,66
FL006311,SpiceJet,International,A320,ORD,MAA,Contact,2024-06-19 09:30,2024-06-19 10:23,53,2024-06-19 09:47,0,16,21,33,11,26,14,6307,6.3,1,0,0,7,7,4.6,74.2,5,37.7,96.1,11,Cloudy,15.6,16.8,1.0,0,0,53.4,66.6,54.1,101,2024-06-19 11:28,48
FL006312,Vistara,International,B737,HYD,DXB,Contact,2024-11-06 16:00,2024-11-06 17:06,66,2024-11-06 16:03,16,16,21,29,22,24,14,6505,6.0,1,1,0,4,4,8.6,82.3,5,43.4,86.9,13,Clear,16.0,17.5,0.6,0,0,48.4,93.4,66.3,136,2024-11-06 18:19,70
FL006313,Qatar,Domestic,A330,DEL,CCU,Remote,2024-09-28 06:30,2024-09-28 07:48,78,2024-09-28 06:39,0,31,42,38,22,15,9,15425,18.0,3,0,1,17,15,6.5,88.0,9,69.1,97.4,19,Cloudy,28.7,16.4,2.4,0,0,85.7,96.5,62.9,175,2024-09-28 09:34,97
FL006314,IndiGo,Domestic,A321,HYD,CCU,Remote,2024-03-11 15:00,2024-03-11 15:59,59,2024-03-11 15:01,1,22,26,23,21,11,9,7081,7.9,1,0,0,9,9,6.0,86.8,8,65.8,97.9,15,Storm,1.5,97.5,8.8,0,0,46.4,68.1,66.0,121,2024-03-11 17:02,62
FL006315,IndiGo,Domestic,B787,CCU,DEL,Remote,2024-01-02 15:00,2024-01-02 16:16,76,2024-01-02 14:50,5,30,25,42,31,18,8,15094,16.5,2,1,0,15,15,2.3,78.7,2,30.0,96.5,5,Clear,14.4,3.6,1.4,1,39,78.2,86.0,72.7,174,2024-01-02 17:44,98
FL006316,United,Domestic,A330,HYD,BOM,Contact,2024-05-02 14:00,2024-05-02 15:16,76,2024-05-02 14:18,5,32,29,38,30,19,8,12199,13.2,2,1,0,13,13,3.9,81.4,2,30.0,98.1,3,Clear,22.9,5.4,0.1,0,0,79.3,81.2,66.6,140,2024-05-02 16:38,64
FL006317,Singapore,Domestic,B737,BLR,MAA,Contact,2024-11-02 08:00,2024-11-02 08:50,50,2024-11-02 07:58,5,21,15,19,12,17,10,8444,6.8,1,0,0,8,8,5.2,86.2,5,37.3,89.7,12,Clear,9.5,2.9,0.0,0,0,48.9,54.1,67.5,79,2024-11-02 09:17,29
FL006318,Emirates,International,A321,FRA,SIN,Contact,2024-02-29 15:15,2024-02-29 16:15,60,2024-02-29 15:32,1,22,19,28,11,20,10,12050,11.5,1,0,0,12,12,3.6,85.2,9,67.0,99.2,19,Clear,27.4,25.6,1.1,1,53,53.9,61.9,60.1,163,2024-02-29 18:15,103
FL006319,Emirates,Domestic,B777,DEL,CCU,Remote,2024-04-13 08:30,2024-04-13 10:08,98,2024-04-13 08:51,3,37,37,39,31,15,9,17138,19.3,3,0,0,16,14,4.9,96.1,9,71.4,97.4,21,Cloudy,24.3,26.6,0.5,0,0,94.6,52.4,70.0,176,2024-04-13 11:47,78
FL006320,AI,International,B787,CCU,DOH,Contact,2024-02-12 10:15,2024-02-12 11:59,104,2024-02-12 10:20,0,30,35,33,26,35,14,12622,14.9,2,0,0,11,11,6.0,85.3,4,30.0,98.1,12,Clear,14.0,18.7,1.3,0,0,76.2,75.6,80.1,143,2024-02-12 12:43,39
FL006321,Emirates,International,A320,FRA,LHR,Remote,2024-07-06 09:00,2024-07-06 10:06,66,2024-07-06 09:25,2,12,19,26,13,8,7,8488,8.3,1,0,0,7,7,3.7,79.0,2,30.0,90.2,6,Cloudy,11.7,20.2,1.9,0,0,51.9,74.8,64.4,107,2024-07-06 11:12,41
FL006322,Vistara,International,B737,SIN,HYD,Remote,2024-01-06 16:15,2024-01-06 17:10,55,2024-01-06 16:17,5,23,20,24,17,14,15,4335,3.6,1,0,0,8,8,9.2,79.1,8,61.5,98.3,16,Storm,0.3,84.7,8.1,1,6,44.1,64.0,59.7,135,2024-01-06 18:32,80
FL006323,Vistara,International,A321,LHR,ORD,Contact,2024-08-07 11:15,2024-08-07 12:16,61,2024-08-07 11:17,1,19,22,22,19,14,12,6058,5.7,1,0,1,8,6,7.9,100.0,1,30.0,99.3,5,Clear,18.8,16.3,1.3,0,0,58.2,61.3,88.0,125,2024-08-07 13:22,64
FL006324,SpiceJet,International,A321,CCU,BLR,Contact,2024-03-13 14:15,2024-03-13 15:28,73,2024-03-13 14:17,0,19,16,28,14,22,15,10921,11.3,1,0,0,10,10,5.8,92.5,4,37.0,62.6,9,Clear,9.9,9.0,1.1,1,43,40.1,47.2,84.5,150,2024-03-13 16:47,77
FL006325,AI,International,A350,DEL,FRA,Contact,2024-11-19 16:15,2024-11-19 18:10,115,2024-11-19 16:18,0,29,32,37,31,34,14,16946,15.8,2,1,0,15,14,8.6,94.3,9,65.8,99.7,18,Cloudy,26.1,18.3,0.9,0,0,82.8,57.0,55.7,162,2024-11-19 19:00,47
FL006326,IndiGo,Domestic,A321,HYD,DEL,Contact,2024-10-09 14:30,2024-10-09 15:22,52,2024-10-09 14:33,6,18,26,26,17,9,8,7172,8.0,1,0,0,12,12,2.8,85.2,3,30.0,90.4,5,Cloudy,26.1,1.8,1.3,1,6,41.5,79.4,72.4,92,2024-10-09 16:05,40
FL006327,United,Domestic,A321,MAA,CCU,Remote,2024-03-15 12:15,2024-03-15 13:04,49,2024-03-15 12:20,0,18,27,27,10,14,8,8002,9.2,1,0,1,12,12,8.0,87.5,9,69.7,97.9,18,Clear,19.5,21.7,0.6,1,15,51.2,80.2,60.7,144,2024-03-15 14:44,95
FL006328,SpiceJet,Domestic,B737,HYD,MAA,Contact,2024-09-25 13:45,2024-09-25 14:39,54,2024-09-25 14:31,6,19,19,32,15,11,8,7126,5.8,1,0,0,9,7,6.3,100.0,3,30.0,94.3,4,Clear,13.7,1.8,1.7,0,0,49.0,75.3,64.3,115,2024-09-25 16:26,61
FL006329,SpiceJet,International,A320,ORD,SIN,Remote,2024-02-14 13:45,2024-02-14 14:50,65,2024-02-14 13:40,0,20,17,24,14,19,15,6958,7.4,1,0,0,5,5,5.9,88.0,8,67.4,99.3,16,Cloudy,14.9,7.7,1.0,0,0,31.8,61.5,60.8,107,2024-02-14 15:27,42
FL006330,AI,International,A320,LHR,BOM,Contact,2024-10-28 18:45,2024-10-28 19:52,67,2024-10-28 19:12,0,14,19,20,19,14,7,6738,6.8,1,0,0,9,7,4.5,100.0,4,31.1,98.3,9,Cloudy,22.9,23.9,0.4,0,0,48.1,49.5,95.7,87,2024-10-28 20:39,20
FL006331,AI,Domestic,B737,MAA,BOM,Contact,2024-08-15 09:30,2024-08-15 10:19,49,2024-08-15 09:36,3,19,24,32,11,7,7,5999,4.8,1,0,1,8,6,3.2,100.0,3,30.0,99.7,6,Clear,16.2,0.8,0.0,0,0,48.5,63.9,72.9,118,2024-08-15 11:34,69
FL006332,Qatar,International,A321,MAA,DXB,Remote,2024-09-03 14:15,2024-09-03 15:25,70,2024-09-03 14:17,0,20,15,29,13,22,14,8973,10.0,1,0,1,9,9,4.4,87.7,4,31.9,99.9,9,Clear,28.6,28.4,0.0,0,0,48.6,56.5,56.8,117,2024-09-03 16:14,47
FL006333,Vistara,International,A321,MAA,DOH,Contact,2024-11-16 11:30,2024-11-16 12:42,72,2024-11-16 11:47,6,24,11,19,18,13,7,8859,8.2,1,1,0,4,4,5.9,82.1,3,30.6,92.0,4,Storm,0.3,83.0,8.7,1,5,46.1,46.0,67.8,108,2024-11-16 13:35,36
FL006334,Vistara,International,A320,FRA,BLR,Contact,2024-11-24 11:00,2024-11-24 11:53,53,2024-11-24 11:16,0,22,23,19,18,25,13,6754,7.4,1,0,0,8,8,6.4,87.8,10,75.1,96.4,18,Cloudy,14.6,29.1,1.7,0,0,45.1,69.6,53.2,109,2024-11-24 13:05,56
FL006335,IndiGo,International,B737,ORD,HYD,Remote,2024-05-09 09:15,2024-05-09 10:08,53,2024-05-09 09:13,1,14,20,35,17,16,15,5549,4.6,1,0,0,7,7,4.6,89.7,2,30.0,98.5,4,Storm,0.3,90.7,7.8,0,0,41.9,54.8,68.7,123,2024-05-09 11:16,70
FL006336,Singapore,International,B787,CCU,HYD,Remote,2024-09-03 18:45,2024-09-03 20:25,100,2024-09-03 19:16,6,34,36,50,33,33,9,15746,12.9,2,0,0,15,15,5.2,89.1,6,39.4,97.8,14,Clear,28.9,11.7,0.0,0,0,80.9,61.2,65.2,164,2024-09-03 22:00,64
FL006337,IndiGo,Domestic,A350,BOM,CCU,Contact,2024-01-05 18:00,2024-01-05 19:31,91,2024-01-05 17:53,1,38,43,32,32,18,9,16496,15.3,2,0,1,16,14,6.2,100.0,2,30.0,94.1,5,Cloudy,12.0,4.2,2.8,0,0,92.5,56.3,79.2,152,2024-01-05 20:25,61
FL006338,IndiGo,Domestic,A320,BLR,HYD,Contact,2024-02-21 05:45,2024-02-21 06:36,51,2024-02-21 05:57,2,20,26,21,15,10,6,9312,8.3,1,1,0,6,6,7.0,81.0,5,46.3,96.7,10,Rain,3.8,29.8,1.3,0,0,44.2,49.0,56.4,98,2024-02-21 07:35,47
FL006339,SpiceJet,Domestic,B737,CCU,BOM,Contact,2024-05-02 15:00,2024-05-02 15:42,42,2024-05-02 14:56,1,9,13,28,16,9,5,5411,5.3,1,1,0,8,8,1.2,82.9,4,33.2,96.9,7,Rain,4.5,37.8,2.7,1,10,43.5,52.3,68.7,92,2024-05-02 16:28,50
FL006340,IndiGo,Domestic,A350,BLR,HYD,Contact,2024-03-24 09:30,2024-03-24 10:51,81,2024-03-24 09:26,1,32,39,49,26,17,8,13503,12.2,2,0,0,14,14,8.8,80.8,6,41.0,97.7,11,Cloudy,27.0,22.7,0.3,0,0,92.6,50.8,61.8,135,2024-03-24 11:41,54
FL006341,IndiGo,Domestic,A321,CCU,MAA,Contact,2024-06-09 18:15,2024-06-09 19:01,46,2024-06-09 18:38,1,17,28,22,9,10,5,9395,10.8,1,0,0,8,8,5.8,77.8,4,30.0,92.2,11,Storm,1.8,59.2,7.4,0,0,47.1,59.4,76.6,86,2024-06-09 20:04,40
FL006342,Emirates,International,A330,BOM,ORD,Contact,2024-11-07 16:45,2024-11-07 18:28,103,2024-11-07 16:50,1,34,45,57,34,33,12,15250,17.1,2,0,0,12,9,2.7,100.0,4,30.0,92.0,11,Cloudy,16.4,5.2,0.1,0,0,81.5,57.6,64.6,172,2024-11-07 19:42,69
FL006343,Qatar,International,A350,CCU,MAA,Contact,2024-02-18 06:30,2024-02-18 08:27,117,2024-02-18 06:48,1,26,34,39,32,29,11,17947,15.4,2,0,0,15,15,4.7,81.4,2,30.0,94.1,5,Clear,29.2,28.1,0.0,0,0,87.2,61.9,78.0,135,2024-02-18 09:03,18
FL006344,British,International,A320,BLR,LHR,Contact,2024-10-27 12:30,2024-10-27 13:29,59,2024-10-27 12:28,3,25,25,14,8,14,14,8473,7.9,1,0,0,4,4,3.2,79.3,7,57.8,89.8,16,Clear,12.2,8.8,0.0,1,64,52.9,30.0,62.9,157,2024-10-27 15:05,98
FL006345,SpiceJet,Domestic,A321,MAA,CCU,Remote,2024-11-23 09:30,2024-11-23 10:15,45,2024-11-23 09:20,1,22,25,24,20,5,11,8553,7.8,1,0,0,9,6,10.4,100.0,7,56.6,92.3,18,Storm,0.4,59.8,7.3,0,0,54.5,86.0,64.5,122,2024-11-23 11:22,77
FL006346,AI,Domestic,A320,BLR,CCU,Remote,2024-10-29 21:00,2024-10-29 21:40,40,2024-10-29 21:16,0,19,9,30,21,8,6,6858,6.0,1,0,1,6,6,2.5,89.7,5,41.5,98.8,11,Clear,25.0,9.3,2.6,0,0,39.6,60.8,66.1,98,2024-10-29 22:54,58
FL006347,IndiGo,Domestic,A320,CCU,HYD,Contact,2024-07-17 08:00,2024-07-17 08:41,41,2024-07-17 08:15,2,14,25,14,12,12,5,8407,8.7,1,0,0,6,5,5.9,100.0,4,32.3,97.9,9,Fog,2.6,18.2,4.1,0,0,42.7,53.8,50.0,79,2024-07-17 09:34,38
FL006348,United,Domestic,A350,MAA,CCU,Contact,2024-08-04 11:45,2024-08-04 13:19,94,2024-08-04 11:45,0,29,31,28,27,17,7,13965,11.3,1,0,0,16,15,3.5,94.0,7,55.7,93.6,12,Fog,0.9,12.0,6.2,0,0,88.4,57.6,66.1,124,2024-08-04 13:49,30
FL006349,Emirates,International,A330,SIN,CCU,Contact,2024-05-11 08:30,2024-05-11 10:21,111,2024-05-11 08:44,0,35,39,41,30,27,14,14549,13.3,2,0,0,15,15,5.8,78.4,10,83.1,60.0,19,Cloudy,14.0,21.3,2.2,0,0,75.2,71.3,85.8,153,2024-05-11 11:17,42
FL006350,Qatar,Domestic,A320,MAA,BOM,Contact,2024-05-30 13:30,2024-05-30 14:22,52,2024-05-30 13:32,0,14,25,26,21,8,5,5173,6.0,1,0,1,8,8,4.3,86.5,5,47.2,99.2,13,Clear,21.4,17.8,1.5,0,0,48.1,73.2,41.9,90,2024-05-30 15:02,38
FL006351,AI,Domestic,B737,MAA,BOM,Remote,2024-08-03 07:30,2024-08-03 08:11,41,2024-08-03 08:00,2,5,10,16,15,8,10,3399,3.2,1,0,0,5,2,6.2,100.0,8,67.1,93.7,17,Storm,0.4,85.9,8.3,1,5,48.4,57.2,41.1,84,2024-08-03 09:24,43
FL006352,Vistara,International,B737,ORD,MAA,Contact,2024-03-27 12:15,2024-03-27 13:08,53,2024-03-27 12:40,10,16,22,18,22,19,9,8213,6.9,1,1,0,5,5,11.0,85.8,6,54.2,96.7,13,Fog,2.4,19.9,6.2,0,0,45.7,52.1,66.1,133,2024-03-27 14:53,80
FL006353,AI,Domestic,A321,BLR,CCU,Contact,2024-08-21 16:30,2024-08-21 17:27,57,2024-08-21 16:30,0,11,29,28,15,13,7,9094,9.7,1,0,0,9,9,5.6,85.5,6,53.6,97.7,12,Clear,8.2,29.1,0.9,0,0,59.7,72.4,74.6,96,2024-08-21 18:06,39
